id,fragility_model_id,reviewer,source,basis,num_observations,reference_id,edp_metric,edp_unit,ds_rank,ds_description,median,beta,probability
B3031.001b-2,B3031.001b,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,2,Toppling of all or a portion of the chimney.,0.5,0.6,1.0
B3031.001c-1,B3031.001c,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,"Cracking with offset > 1/16""",0.35,0.6,1.0
B3031.001c-2,B3031.001c,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,2,Toppling of all or a portion of the chimney.,0.5,0.6,1.0
B3031.002a-1,B3031.002a,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,"Cracking with offset > 1/16""",0.35,0.6,1.0
B3031.002a-2,B3031.002a,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,2,Toppling of all or a portion of the chimney.,0.5,0.6,1.0
B3031.002b-1,B3031.002b,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,"Cracking with offset > 1/16""",0.35,0.6,1.0
B3031.002b-2,B3031.002b,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,2,Toppling of all or a portion of the chimney.,0.5,0.6,1.0
B3031.002c-1,B3031.002c,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,"Cracking with offset > 1/16""",0.35,0.6,1.0
B3031.002c-2,B3031.002c,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,2,Toppling of all or a portion of the chimney.,0.5,0.6,1.0
B3041.001-1,B3041.001,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,"Cracking with offset > 1/16""",0.2,0.6,1.0
B3041.001-2,B3041.001,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,2,Toppling of all or portion of parapet.,0.4,0.6,1.0
C1011.001a-1,C1011.001a,NIST,FEMA P-58,'',,FEM-2018-SEI,Story Drift Ratio,Ratio,1,"Screw pop-out, cracking of wall board, warping or cracking of tape, slight crushing of wall panel at corners.",0.005,0.4,1.0
C1011.001a-2,C1011.001a,NIST,FEMA P-58,'',,FEM-2018-SEI,Story Drift Ratio,Ratio,2,"Moderate cracking or crushing of gypsum wall boards (typically in corners).  Moderate corner gap openings, bending of boundary studs.",0.01,0.3,1.0
C1011.001a-3,C1011.001a,NIST,FEMA P-58,'',,FEM-2018-SEI,Story Drift Ratio,Ratio,3,"Buckling of studs and tearing of tracks.  Tearing or bending of top track, tearing at corners with transverse walls, large gap openings, walls displaced.",0.021,0.2,1.0
C1011.001b-1,C1011.001b,NIST,FEMA P-58,'',,FEM-2018-SEI,Story Drift Ratio,Ratio,1,"Screw pop-out, cracking of wall board, warping or cracking of tape, slight crushing of wall panel at corners.",0.01,0.3,1.0
C1011.001b-2,C1011.001b,NIST,FEMA P-58,'',,FEM-2018-SEI,Story Drift Ratio,Ratio,2,"Moderate cracking or crushing of gypsum wall boards (typically in corners).  Moderate corner gap openings, bending of boundary studs.",0.013,0.3,1.0
C1011.001b-3,C1011.001b,NIST,FEMA P-58,'',,FEM-2018-SEI,Story Drift Ratio,Ratio,3,"Buckling of studs and tearing of tracks.  Tearing or bending of top track, tearing at corners with transverse walls, large gap openings, walls displaced.",0.018,0.3,1.0
C1011.001c-1,C1011.001c,NIST,FEMA P-58,'',,FEM-2018-SEI,Story Drift Ratio,Ratio,1,"Screw pop-out, cracking of wall board, warping or cracking of tape, slight crushing of wall panel at corners.",0.004,0.45,1.0
C1011.001c-2,C1011.001c,NIST,FEMA P-58,'',,FEM-2018-SEI,Story Drift Ratio,Ratio,2,"Moderate cracking or crushing of gypsum wall boards (typically in corners).  Moderate corner gap openings, bending of boundary studs.",0.011,0.35,1.0
C1011.001c-3,C1011.001c,NIST,FEMA P-58,'',,FEM-2018-SEI,Story Drift Ratio,Ratio,3,"Buckling of studs and tearing of tracks.  Tearing or bending of top track, tearing at corners with transverse walls, large gap openings, walls displaced.",0.019,0.25,1.0
C1011.001d-1,C1011.001d,NIST,FEMA P-58,'',,FEM-2018-SEI,Story Drift Ratio,Ratio,1,"Screw pop-out, cracking of wall board, warping or cracking of tape, slight crushing of wall panel at corners.",0.0035,0.6,1.0
C1011.001d-2,C1011.001d,NIST,FEMA P-58,'',,FEM-2018-SEI,Story Drift Ratio,Ratio,2,"Moderate cracking or crushing of gypsum wall boards (typically in corners).  Moderate corner gap openings, bending of boundary studs.",0.0095,0.45,1.0
C1011.011a-1,C1011.011a,NIST,FEMA P-58,'',,FEM-2018-SEI,Story Drift Ratio,Ratio,1,Cracking of paint over fasteners or joints.,0.0021,0.6,1.0
C1011.011a-2,C1011.011a,NIST,FEMA P-58,'',,FEM-2018-SEI,Story Drift Ratio,Ratio,2,Local and global buckling out-of-plane and crushing of gypsum wallboards.  Studs are typically not damaged by failure of the gypsum wallboard.,0.0071,0.45,0.8
C1011.011a-3,C1011.011a,NIST,FEMA P-58,'',,FEM-2018-SEI,Story Drift Ratio,Ratio,3,Local and global buckling out-of-plane and crushing of gypsum wallboards.  Studs are typically not damaged by failure of the gypsum wallboard.,0.0071,0.45,0.2
C2011.001a-1,C2011.001a,NIST,FEMA P-58,'',,FEM-2018-SEI,Story Drift Ratio,Ratio,1,"Non structural damage, local steel yielding.",,,1.0
C2011.001a-2,C2011.001a,NIST,FEMA P-58,'',,FEM-2018-SEI,Story Drift Ratio,Ratio,2,"Structural damage but live load capacity remains intact.  Buckling of steel, weld cracking.",,,1.0
C2011.001a-3,C2011.001a,NIST,FEMA P-58,'',,FEM-2018-SEI,Story Drift Ratio,Ratio,3,Loss of live load capacity.  Connection and or weld fracture.,,,1.0
C2011.001b-1,C2011.001b,NIST,FEMA P-58,'',,FEM-2018-SEI,Story Drift Ratio,Ratio,1,"Non structural damage, local steel yielding.",0.005,0.6,1.0
C2011.001b-2,C2011.001b,NIST,FEMA P-58,'',,FEM-2018-SEI,Story Drift Ratio,Ratio,2,"Buckling of steel, weld cracking.",0.017,0.6,1.0
C2011.001b-3,C2011.001b,NIST,FEMA P-58,'',,FEM-2018-SEI,Story Drift Ratio,Ratio,3,Loss of live load capacity.  Connection and or weld fracture.,0.028,0.45,1.0
C2011.011a-1,C2011.011a,NIST,FEMA P-58,'',,FEM-2018-SEI,Story Drift Ratio,Ratio,1,"Non structural damage, local concrete cracking, localized concrete spalling, localized rebar yielding.",,,1.0
C2011.011a-2,C2011.011a,NIST,FEMA P-58,'',,FEM-2018-SEI,Story Drift Ratio,Ratio,2,"Structural damage but live load capacity remains intact.  Extensive concrete cracking, concrete crushing, buckling of rebar.",,,1.0
C2011.011a-3,C2011.011a,NIST,FEMA P-58,'',,FEM-2018-SEI,Story Drift Ratio,Ratio,3,"Loss of live load capacity.  Extensive concrete crushing, connection failure.",,,1.0
C2011.011b-1,C2011.011b,NIST,FEMA P-58,'',,FEM-2018-SEI,Story Drift Ratio,Ratio,1,"Non structural damage, local concrete cracking, localized concrete spalling, localized rebar yielding.",0.005,0.6,1.0
C2011.011b-2,C2011.011b,NIST,FEMA P-58,'',,FEM-2018-SEI,Story Drift Ratio,Ratio,2,"Structural damage but live load capacity remains intact.  Extensive concrete cracking, concrete crushing, buckling of rebar.",0.017,0.6,1.0
C2011.011b-3,C2011.011b,NIST,FEMA P-58,'',,FEM-2018-SEI,Story Drift Ratio,Ratio,3,"Loss of live load capacity.  Extensive concrete crushing, connection failure.",0.028,0.45,1.0
C2011.021a-1,C2011.021a,NIST,FEMA P-58,'',,FEM-2018-SEI,Story Drift Ratio,Ratio,1,"Local concrete cracking, localized concrete spalling",,,1.0
C2011.021a-2,C2011.021a,NIST,FEMA P-58,'',,FEM-2018-SEI,Story Drift Ratio,Ratio,2,"Extensive concrete cracking, concrete crushing",,,1.0
C2011.021a-3,C2011.021a,NIST,FEMA P-58,'',,FEM-2018-SEI,Story Drift Ratio,Ratio,3,Loss of live load capacity.  ,,,1.0
C2011.021b-1,C2011.021b,NIST,FEMA P-58,'',,FEM-2018-SEI,Story Drift Ratio,Ratio,1,"Local concrete cracking, localized concrete spalling",,,1.0
C2011.021b-2,C2011.021b,NIST,FEMA P-58,'',,FEM-2018-SEI,Story Drift Ratio,Ratio,2,"Extensive concrete cracking, concrete crushing",,,1.0
C2011.021b-3,C2011.021b,NIST,FEMA P-58,'',,FEM-2018-SEI,Story Drift Ratio,Ratio,3,Loss of live load capacity.  ,,,1.0
C2011.021c-1,C2011.021c,NIST,FEMA P-58,'',,FEM-2018-SEI,Story Drift Ratio,Ratio,1,"Local concrete cracking, localized concrete spalling",,,1.0
C2011.021c-2,C2011.021c,NIST,FEMA P-58,'',,FEM-2018-SEI,Story Drift Ratio,Ratio,2,"Extensive concrete cracking, concrete crushing",,,1.0
C2011.021c-3,C2011.021c,NIST,FEMA P-58,'',,FEM-2018-SEI,Story Drift Ratio,Ratio,3,Loss of live load capacity.  ,,,1.0
C2011.021d-1,C2011.021d,NIST,FEMA P-58,'',,FEM-2018-SEI,Story Drift Ratio,Ratio,1,"Local concrete cracking, localized concrete spalling",,,1.0
C2011.021d-2,C2011.021d,NIST,FEMA P-58,'',,FEM-2018-SEI,Story Drift Ratio,Ratio,2,"Extensive concrete cracking, concrete crushing",,,1.0
C2011.021d-3,C2011.021d,NIST,FEMA P-58,'',,FEM-2018-SEI,Story Drift Ratio,Ratio,3,Loss of live load capacity.  ,,,1.0
C2011.031a-1,C2011.031a,NIST,FEMA P-58,'',,FEM-2018-SEI,Story Drift Ratio,Ratio,1,Localized steel yielding.,,,1.0
C2011.031a-2,C2011.031a,NIST,FEMA P-58,'',,FEM-2018-SEI,Story Drift Ratio,Ratio,2,"Buckling of steel, weld cracking.",,,1.0
C2011.031a-3,C2011.031a,NIST,FEMA P-58,'',,FEM-2018-SEI,Story Drift Ratio,Ratio,3,Loss of live load capacity.  ,,,1.0
C2011.031b-1,C2011.031b,NIST,FEMA P-58,'',,FEM-2018-SEI,Story Drift Ratio,Ratio,1,Localized steel yielding.,0.005,0.6,1.0
C2011.031b-2,C2011.031b,NIST,FEMA P-58,'',,FEM-2018-SEI,Story Drift Ratio,Ratio,2,"Buckling of steel, weld cracking.",0.017,0.6,1.0
C2011.031b-3,C2011.031b,NIST,FEMA P-58,'',,FEM-2018-SEI,Story Drift Ratio,Ratio,3,Loss of live load capacity.  ,0.028,0.45,1.0
C3011.001a-1,C3011.001a,NIST,FEMA P-58,'',,FEM-2018-SEI,Story Drift Ratio,Ratio,1,Wall paper warped and torn.,0.0021,0.6,1.0
C3011.001b-1,C3011.001b,NIST,FEMA P-58,'',,FEM-2018-SEI,Story Drift Ratio,Ratio,1,Wall paper warped and torn.,0.0064,0.3,1.0
C3011.001c-1,C3011.001c,NIST,FEMA P-58,'',,FEM-2018-SEI,Story Drift Ratio,Ratio,1,Wall paper warped and torn.,0.002,0.7,1.0
C3011.001d-1,C3011.001d,NIST,FEMA P-58,'',,FEM-2018-SEI,Story Drift Ratio,Ratio,1,Wall paper warped and torn.,0.0035,0.7,1.0
C3011.002a-1,C3011.002a,NIST,FEMA P-58,'',,FEM-2018-SEI,Story Drift Ratio,Ratio,1,Minor cracked joints and tile.,0.0021,0.6,1.0
C3011.002a-2,C3011.002a,NIST,FEMA P-58,'',,FEM-2018-SEI,Story Drift Ratio,Ratio,2,Cracked joints and tile.,0.0071,0.45,1.0
C3011.002b-1,C3011.002b,NIST,FEMA P-58,'',,FEM-2018-SEI,Story Drift Ratio,Ratio,1,Minor cracked joints and tile.,0.0064,0.3,1.0
C3011.002b-2,C3011.002b,NIST,FEMA P-58,'',,FEM-2018-SEI,Story Drift Ratio,Ratio,2,Cracked joints and tile.,0.011,0.3,1.0
C3011.002c-1,C3011.002c,NIST,FEMA P-58,'',,FEM-2018-SEI,Story Drift Ratio,Ratio,1,Minor cracked joints and tile.,0.002,0.7,1.0
C3011.002c-2,C3011.002c,NIST,FEMA P-58,'',,FEM-2018-SEI,Story Drift Ratio,Ratio,2,Cracked joints and tile.,0.005,0.4,1.0
C3011.002d-1,C3011.002d,NIST,FEMA P-58,'',,FEM-2018-SEI,Story Drift Ratio,Ratio,1,Minor cracked joints and tile.,0.0035,0.7,1.0
C3011.002d-2,C3011.002d,NIST,FEMA P-58,'',,FEM-2018-SEI,Story Drift Ratio,Ratio,2,Cracked joints and tile.,0.0093,0.45,1.0
C3011.003a-1,C3011.003a,NIST,FEMA P-58,'',,FEM-2018-SEI,Story Drift Ratio,Ratio,1,minor cracked joints and minor cracks in marble / wood paneling.,0.0021,0.6,1.0
C3011.003a-2,C3011.003a,NIST,FEMA P-58,'',,FEM-2018-SEI,Story Drift Ratio,Ratio,2,significant cracks in marble / wood paneling.,0.0071,0.45,1.0
C3011.003b-1,C3011.003b,NIST,FEMA P-58,'',,FEM-2018-SEI,Story Drift Ratio,Ratio,1,minor cracked joints and minor cracks in marble / wood paneling.,0.0064,0.3,1.0
C3011.003b-2,C3011.003b,NIST,FEMA P-58,'',,FEM-2018-SEI,Story Drift Ratio,Ratio,2,significant cracks in marble / wood paneling.,0.011,0.3,1.0
C3011.003c-1,C3011.003c,NIST,FEMA P-58,'',,FEM-2018-SEI,Story Drift Ratio,Ratio,1,minor cracked joints and minor cracks in marble / wood paneling.,0.002,0.7,1.0
C3011.003c-2,C3011.003c,NIST,FEMA P-58,'',,FEM-2018-SEI,Story Drift Ratio,Ratio,2,significant cracks in marble / wood paneling.,0.005,0.4,1.0
C3011.003d-1,C3011.003d,NIST,FEMA P-58,'',,FEM-2018-SEI,Story Drift Ratio,Ratio,1,minor cracked joints and minor cracks in marble / wood paneling.,0.0035,0.7,1.0
C3011.003d-2,C3011.003d,NIST,FEMA P-58,'',,FEM-2018-SEI,Story Drift Ratio,Ratio,2,significant cracks in marble / wood paneling.,0.0093,0.45,1.0
C3021.001a-1,C3021.001a,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Flooding of all or a portion of the total floor associated with a major leakage of a pipe.  ,,,1.0
C3021.001b-1,C3021.001b,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Flooding of all or a portion of the total floor associated with a major leakage of a pipe.,,,1.0
C3021.001c-1,C3021.001c,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Flooding of all or a portion of the total floor associated with a major leakage of a pipe.,,,1.0
C3021.001d-1,C3021.001d,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Flooding of all or a portion of the total floor associated with a major leakage of a pipe.,,,1.0
C3021.001e-1,C3021.001e,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Flooding of all or a portion of the total floor associated with a major leakage of a pipe.,,,1.0
C3021.001f-1,C3021.001f,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Flooding of all or a portion of the total floor associated with a major leakage of a pipe.,,,1.0
C3021.001g-1,C3021.001g,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Flooding of all or a portion of the total floor associated with a major leakage of a pipe.,,,1.0
C3021.001h-1,C3021.001h,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Flooding of all or a portion of the total floor associated with a major leakage of a pipe.,,,1.0
C3021.001i-1,C3021.001i,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Flooding of all or a portion of the total floor associated with a major leakage of a pipe.,,,1.0
C3021.001j-1,C3021.001j,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Flooding of all or a portion of the total floor associated with a major leakage of a pipe.,,,1.0
C3021.001k-1,C3021.001k,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Flooding of all or a portion of the total floor associated with a major leakage of a pipe.,,,1.0
C3021.001l-1,C3021.001l,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Flooding of all or a portion of the total floor associated with a major leakage of a pipe.,,,1.0
C3021.001m-1,C3021.001m,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Flooding of all or a portion of the total floor associated with a major leakage of a pipe.,,,1.0
C3021.001n-1,C3021.001n,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Flooding of all or a portion of the total floor associated with a major leakage of a pipe.,,,1.0
C3021.001o-1,C3021.001o,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Flooding of all or a portion of the total floor associated with a major leakage of a pipe.,,,1.0
C3021.001p-1,C3021.001p,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Flooding of all or a portion of the total floor associated with a major leakage of a pipe.,,,1.0
C3027.001-1,C3027.001,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Minor damage to the flooring system.  Damage to the equipment of the flooring system.,0.5,0.5,1.0
C3027.002-1,C3027.002,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Minor damage to the flooring system.  Damage to the equipment of the flooring system.,1.5,0.4,1.0
C3032.001a-1,C3032.001a,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,5 % of ceiling grid and tile damage.  ,1.17,0.25,1.0
C3032.001a-2,C3032.001a,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,2,30% of ceiling grid and tile damage.,1.58,0.25,1.0
C3032.001a-3,C3032.001a,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,3,50% of ceiling grid and tile damage.,1.82,0.25,1.0
C3032.001b-1,C3032.001b,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,5 % of ceiling grid and tile damage.  ,1.01,0.25,1.0
C3032.001b-2,C3032.001b,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,2,30% of ceiling grid and tile damage.,1.45,0.25,1.0
C3032.001b-3,C3032.001b,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,3,50% of ceiling grid and tile damage.,1.69,0.25,1.0
C3032.001c-1,C3032.001c,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,5 % of ceiling grid and tile damage.  ,0.7,0.25,1.0
C3032.001c-2,C3032.001c,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,2,30% of ceiling grid and tile damage.,1.2,0.25,1.0
C3032.001c-3,C3032.001c,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,3,50% of ceiling grid and tile damage.,1.43,0.25,1.0
C3032.001d-1,C3032.001d,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,5 % of ceiling grid and tile damage.  ,0.56,0.25,1.0
C3032.001d-2,C3032.001d,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,2,30% of ceiling grid and tile damage.,1.08,0.25,1.0
C3032.001d-3,C3032.001d,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,3,50% of ceiling grid and tile damage.,1.31,0.25,1.0
C3032.003a-1,C3032.003a,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,5 % of ceiling grid and tile damage.  ,1.6,0.3,1.0
C3032.003a-2,C3032.003a,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,2,30% of ceiling grid and tile damage.,1.95,0.3,1.0
C3032.003a-3,C3032.003a,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,3,50% of ceiling grid and tile damage.,2.07,0.3,1.0
C3032.003b-1,C3032.003b,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,5 % of ceiling grid and tile damage.  ,1.47,0.3,1.0
C3032.003b-2,C3032.003b,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,2,30% of ceiling grid and tile damage.,1.88,0.3,1.0
C3032.003b-3,C3032.003b,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,3,50% of ceiling grid and tile damage.,2.03,0.3,1.0
C3032.003c-1,C3032.003c,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,5 % of ceiling grid and tile damage.  ,1.21,0.3,1.0
C3032.003c-2,C3032.003c,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,2,30% of ceiling grid and tile damage.,1.75,0.3,1.0
C3032.003c-3,C3032.003c,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,3,50% of ceiling grid and tile damage.,1.95,0.3,1.0
C3032.003d-1,C3032.003d,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,5 % of ceiling grid and tile damage.  ,1.09,0.3,1.0
C3032.003d-2,C3032.003d,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,2,30% of ceiling grid and tile damage.,1.69,0.3,1.0
C3032.003d-3,C3032.003d,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,3,50% of ceiling grid and tile damage.,1.91,0.3,1.0
C3032.004a-1,C3032.004a,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,5 % of ceiling grid and tile damage.  ,1.92,0.3,1.0
C3032.004a-2,C3032.004a,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,2,30% of ceiling grid and tile damage.,2.34,0.3,1.0
C3032.004a-3,C3032.004a,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,3,50% of ceiling grid and tile damage.,2.48,0.3,1.0
C3032.004b-1,C3032.004b,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,5 % of ceiling grid and tile damage.  ,1.76,0.3,1.0
C3032.004b-2,C3032.004b,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,2,30% of ceiling grid and tile damage.,2.26,0.3,1.0
C3032.004b-3,C3032.004b,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,3,50% of ceiling grid and tile damage.,2.44,0.3,1.0
C3032.004c-1,C3032.004c,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,5 % of ceiling grid and tile damage.  ,1.45,0.3,1.0
C3032.004c-2,C3032.004c,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,2,30% of ceiling grid and tile damage.,2.1,0.3,1.0
C3032.004c-3,C3032.004c,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,3,50% of ceiling grid and tile damage.,2.34,0.3,1.0
C3032.004d-1,C3032.004d,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,5 % of ceiling grid and tile damage.  ,1.31,0.3,1.0
C3032.004d-2,C3032.004d,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,2,30% of ceiling grid and tile damage.,2.03,0.3,1.0
C3032.004d-3,C3032.004d,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,3,50% of ceiling grid and tile damage.,2.29,0.3,1.0
C3034.001-1,C3034.001,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,"Disassembly of rod system at connections with horizontal light fixture, low cycle fatigue failure of the threaded rod, pullout of rods from ceiling assembly.",0.6,0.4,1.0
C3034.002-1,C3034.002,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,"Disassembly of rod system at connections with horizontal light fixture, low cycle fatigue failure of the threaded rod, pullout of rods from ceiling assembly.",1.5,0.4,1.0
D1014.011-1,D1014.011,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,"Controller anchorage failed, and or machine anchorage failed, and or motor generator anchorage failed, and or governor anchorage failed, and or rope guard failures.",0.39,0.45,0.26
D1014.011-2,D1014.011,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,2,"Rail distortion, and or intermediate bracket separate and spread, and or counterweight bracket break or bend, and or car bracket break or bend, and or car guide shoes damaged, and or counterweight guide shoes damaged, and or counterweight frame distortion, and or tail sheave dislodged and/or twisted",0.39,0.45,0.79
D1014.011-3,D1014.011,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,3,"Cab stabilizers bent, or cab walls damaged, or cab doors damaged.",0.39,0.45,0.68
D1014.011-4,D1014.011,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,4,Cab ceiling damaged.,0.39,0.45,0.17
D1014.012-1,D1014.012,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,"Controller anchorage failed, and or machine anchorage failed, and or motor generator anchorage failed, and or governor anchorage failed, and or rope guard failures.",0.31,0.45,0.26
D1014.012-2,D1014.012,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,2,"Rail distortion, and or intermediate bracket separate and spread, and or counterweight bracket break or bend, and or car bracket break or bend, and or car guide shoes damaged, and or counterweight guide shoes damaged, and or counterweight frame distortion, and or tail sheave dislodged and/or twisted",0.31,0.45,0.79
D1014.012-3,D1014.012,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,3,"Cab stabilizers bent, or cab walls damaged, or cab doors damaged.",0.31,0.45,0.68
D1014.012-4,D1014.012,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,4,Cab ceiling damaged.,0.31,0.45,0.17
D1014.021-1,D1014.021,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Damaged controls.,0.5,0.3,0.3
D1014.021-2,D1014.021,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,2,"Damaged vane and hoist-way switches, and or bent cab stabilizers, and or damaged car guide shoes.",0.5,0.3,0.49
D1014.021-3,D1014.021,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,3,"Damaged entrance and car door, and or flooring damage.",0.5,0.3,0.44
D1014.021-4,D1014.021,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,4,"Oil leak in hydraulic line, and or hydraulic tank failure.",0.5,0.3,0.37
D1014.022-1,D1014.022,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Damaged controls.,0.3,0.3,0.3
